src,dst
5138,1441
1057,3698
2316,3686
2536,4104
2781,5792
1120,442
169,5472
2866,3768
195,2580
5279,3038
2876,3607
100,1184
4677,1659
3094,3599
4583,3303
265,1719
113,2338
4082,5321
5266,864
352,5967
77,2301
994,4104
5516,3266
5220,4824
2264,5589
5054,3909
1605,670
3490,4627
3405,2182
1157,3575
3855,220
3770,4170
4744,2743
589,5155
81,1479
3706,128
2965,5542
2991,241
3370,320
830,5220
4507,2384
2758,2523
2298,4449
3421,1519
799,388
817,3601
1020,694
1503,4380
3429,566
3262,4142
25,3244
759,3713
823,5385
1077,4746
5984,3778
4363,1421
4813,201
4949,3840
732,5262
3591,168
1283,4695
1170,1238
266,1412
5301,267
5710,2532
2337,2293
346,3844
5182,2679
715,2118
2928,2108
4337,3898
3367,2988
5943,3781
3003,3194
4298,5239
1687,5910
5557,3801
2212,3381
590,702
1501,2085
1235,108
2215,2616
3563,4939
4567,340
3528,4233
2625,3465
4435,5477
23,2933
4704,127
2977,5522
379,3772
1688,4447
1618,3673
2963,3114
2271,4698
3019,3783
1591,3002
4808,1400
1074,3433
2117,3423
2161,3256
1702,4396
3595,3367
3163,4026
1961,5297
5507,397
5486,2286
4848,426
2328,2674
3516,5796
2158,36
4892,2135
1646,1046
5505,1314
5526,3800
4455,334
5160,4468
3711,1256
4197,1857
1338,3945
1597,2596
2603,5027
5463,4106
3552,4599
1035,1839
1387,2783
5657,2536
3668,1349
5379,775
1861,3432
5182,1042
4551,4091
5274,336
485,50
4621,5389
1959,2845
5372,5819
2952,993
5857,1539
2604,2493
94,2959
2616,3640
2264,2066
2385,5338
426,3526
730,1581
1345,2187
3325,2611
3220,53
2740,3118
4974,219
839,2980
893,2794
1775,1697
5970,1426
395,1445
4827,840
2620,3400
3738,5442
5795,5162
3708,5533
5938,4204
1442,3649
4157,1791
4975,58
884,4200
5736,2965
1898,4
1873,5618
3,760
1539,1369
5279,207
2172,4753
4707,5568
2842,4380
5111,855
5807,3401
5086,1958
3985,1250
732,5666
4462,4860
2773,4561
1059,1558
3474,981
2463,2832
2452,1661
1461,871
4632,3099
4765,1549
2510,2737
2342,2003
3293,1913
2938,3206
741,1646
1446,5733
1797,1432
24,294
668,1474
3767,5314
2986,4879
4521,4926
1434,3368
3199,2947
2486,101
1477,1634
13,3909
4878,5196
1399,4379
1235,5819
4567,2895
3193,5665
4301,1745
4869,2796
4683,379
1606,3726
4251,2029
3546,4271
248,4876
5976,1063
4574,4651
2215,2722
2702,3787
4375,3817
5386,4926
1038,2817
5164,1776
2595,4785
669,1974
1824,2082
3246,1141
4481,290
4138,5414
4197,1452
1332,1450
3273,5650
2747,3956
3356,4176
5876,4878
3599,4322
4508,39
3512,2824
3794,2772
4686,4287
2524,4762
5052,1237
5537,903
5955,250
317,5991
2641,5647
769,4481
5604,2377
148,2018
2926,1693
1144,2977
1253,395
4019,411
4420,633
2742,515
2917,5790
1155,3786
2056,3138
787,1308
5540,526
4507,1921
2952,5130
607,3167
4011,5825
5562,1554
2062,2851
2628,5208
1668,891
2748,5051
3026,1762
2746,3520
4492,2210
3938,2989
2729,5586
3529,2015
2696,3507
5965,5919
1232,5730
5109,5997
2642,5501
5344,592
5891,600
5736,1478
3969,3010
4740,1051
468,51
2426,1361
4356,319
1489,1032
5893,1788
1357,716
2111,2535
1163,2091
5685,1754
5524,2644
2204,1443
4522,2611
1649,5190
1866,1757
323,744
633,5759
3826,2702
960,2664
1049,5370
1697,3083
4686,3137
4318,5617
4884,5230
5524,1848
156,2970
2973,5186
3266,4123
2146,498
2679,2779
3273,2796
552,1803
1440,659
2584,4353
3105,2641
5392,1341
2938,5090
61,2152
3285,5150
5685,3989
2188,5077
5019,4328
29,1846
3167,5226
4310,2271
864,3855
5655,4716
3285,2434
1996,4200
4116,3383
2296,4736
2642,1345
4474,2859
885,83
4818,774
3283,5005
5614,2700
1006,4104
3417,3834
3638,4582
2406,5179
4981,314
2414,2683
5811,5932
3094,1112
1621,2909
4092,7
5855,3507
1097,1341
2873,2475
2415,5854
2557,4385
114,2798
4248,524
3334,4184
135,5527
5379,1087
1638,5765
5609,2637
3440,3371
512,4513
4819,3428
197,5271
5382,1785
4908,596
1102,3642
969,4558
3815,2614
5700,3765
952,5695
3115,5352
4206,5232
3550,4163
5460,244
4807,745
835,3383
1522,2148
2766,5301
5588,2996
5757,2006
1048,5797
3083,681
3681,2397
4969,466
2161,2407
100,1580
1249,5194
5855,1255
2451,4832
3072,4024
879,3965
2021,3393
2579,1820
81,3509
3519,4582
3520,2111
5234,5313
1422,1852
636,2530
1213,3852
3248,1070
1119,1151
1164,851
5741,3193
2207,1782
3858,3799
5345,2238
4523,4518
3590,2073
759,5980
5282,5973
4208,211
5662,3312
3125,1600
4778,614
597,5622
5891,2955
3528,1265
4351,1188
4969,1197
5580,3044
841,2743
109,3732
3350,2753
2263,248
4343,4438
3378,3313
3935,515
5371,3679
2847,2212
1837,4212
5036,2133
523,1755
3700,5231
495,1985
2419,28
2452,1001
3395,3231
622,5479
330,91
1101,2865
1087,4311
4704,2293
2515,3327
5237,226
5659,4266
2749,4983
5796,658
929,5001
814,5759
3370,5267
345,4233
5703,5558
5206,3995
305,2480
3019,570
3352,2356
1278,1325
5644,3862
4958,5593
3860,5179
2816,5175
4259,2146
3145,3846
5804,4951
100,2694
4039,1265
805,2667
5657,18
2543,1362
1094,2503
1470,5357
989,3449
5175,2946
1945,4068
3522,5132
5910,1113
2219,920
2214,1758
1625,3860
4264,411
5372,5823
69,4361
5394,5289
4219,5938
1625,4613
4369,928
3386,5709
1913,2329
1862,4468
1697,4785
5378,238
3892,5056
1128,3651
5050,5217
1603,4213
3392,3180
602,4537
3199,3759
1484,19
502,2828
5384,4638
5786,865
3750,5087
4634,47
4055,4349
2815,5415
156,3235
4382,4210
2749,1119
3745,5759
3812,5423
5549,4134
3112,4937
1316,2436
1405,4198
333,1081
2226,4000
2463,3893
5604,2438
960,3784
208,4993
566,52
1399,2178
2908,938
2276,1130
4790,3293
4821,2711
3603,5629
4628,2538
5586,1817
3644,168
407,3030
4083,5197
531,2704
674,5828
996,4388
2700,2653
2894,3422
2592,3172
166,304
1751,2293
388,5908
4744,3038
4133,5651
182,1400
2653,3824
915,1419
1074,4346
1694,4736
4893,1172
4523,3572
1094,1364
1522,2093
3155,1022
2976,1495
3951,1698
842,2164
5693,3781
883,3354
1602,4027
2757,2555
4622,1261
1911,4561
3086,3154
1962,1227
5549,364
741,27
4896,4319
4795,5345
5976,440
931,2853
5456,3992
4517,5080
4142,3513
5811,1370
3296,1512
1509,1283
1892,4282
3890,3788
5619,389
3016,2948
2932,62
829,854
934,1142
248,32
2910,5722
306,2753
1657,1523
2473,3435
4143,2519
1733,111
4931,5353
1051,5168
4424,65
2609,2273
94,1090
5112,2405
4782,1559
3388,4089
724,2565
5307,51
2846,3163
1182,364
4364,5193
5820,1547
622,1417
681,986
5179,4112
1285,2887
4833,3914
3300,4813
3190,418
4984,5823
987,2658
4920,5608
4694,3544
2407,3436
4656,5428
4631,2276
4203,5912
4953,404
3742,1093
2511,4494
4499,2947
3902,4810
4178,3534
4628,727
1788,1932
454,3977
160,3802
3519,5849
3936,437
1856,2121
1292,2631
837,1873
3467,2793
3050,2953
5693,3638
5891,3006
2397,3815
5175,5593
512,1650
4044,5910
811,2286
3817,1795
4683,1133
1611,4317
837,4819
354,4696
2375,3290
3991,4361
3997,2560
5955,5968
2802,5959
2274,4777
2289,2219
4250,547
1668,5251
4756,3081
1597,4532
5235,3610
1094,1535
1345,2006
2817,5501
4138,3273
173,3141
4098,5635
1638,5347
2067,4676
4334,1162
4085,3613
1171,673
3808,5890
4055,1564
3118,3756
1750,415
4236,3600
3340,4671
1244,93
2700,1180
886,5154
537,5281
2908,5207
838,3980
5885,5132
1417,961
2811,5725
841,5533
4412,791
5289,5541
1659,3164
4474,37
2115,3540
5087,5607
3509,2695
5798,3647
1773,4646
3453,144
5105,1731
4757,5101
3485,4191
5372,22
4119,5941
3316,4704
2635,4006
5488,3867
3210,5929
3924,85
5538,4738
5569,3894
320,1151
3676,2984
3034,2793
1493,4518
3744,4446
3461,4699
2891,1284
3283,2904
5773,3425
4359,2642
2770,3664
4670,1782
3847,4527
2729,5036
3486,4080
5943,3027
3169,5393
2325,385
2825,5170
1648,388
1611,4469
1962,803
466,4053
5387,3775
2161,4145
3836,5347
5234,2557
3103,5698
5731,1496
886,2814
3072,2680
3780,2999
4355,5968
4412,4645
524,5959
4385,3614
3752,1826
3125,3455
5927,5031
5927,3136
3616,2190
3043,2642
4770,4735
3280,2929
5132,3116
1358,4216
4112,3819
1970,5134
2053,5039
4653,3411
277,3412
1953,3753
4236,5482
5811,993
1032,3721
5915,3055
1522,5759
2932,1264
3865,1767
370,2833
819,4340
746,5756
5593,4952
2056,5735
3283,4987
98,1329
1988,2569
3961,4013
2757,1153
830,1535
1011,3766
645,2035
71,2538
5866,2422
5142,1080
4924,2968
402,1756
4526,5388
468,4090
2404,2148
5071,2077
4981,5632
1826,5916
320,3917
4838,3977
4127,4962
1147,1265
4897,4830
3678,1174
5406,1454
4683,856
5249,1614
4599,1455
825,1046
4572,299
5254,1759
3651,5763
3529,3560
5743,5596
2129,4099
4957,231
1114,812
5818,342
2892,2857
643,2482
5214,2246
552,1583
823,1891
4031,318
2696,127
4656,2761
5072,5952
4818,2431
3294,4602
2837,3947
2626,1723
1757,882
5801,344
4781,3303
3977,1280
2940,1862
1335,4522
4567,5681
2942,4571
1464,1673
4669,2915
2522,5657
4064,4816
3414,1858
3356,5268
1504,989
1990,3371
5709,3388
5378,5015
4336,5339
5895,2053
2432,545
4648,2162
2414,523
3050,3089
3943,2337
3870,4998
4450,3909
3180,2598
4805,222
762,1763
554,5158
2581,5287
4535,1181
1270,3893
1225,11
3273,3082
2785,114
3675,1752
4293,5330
3168,2275
3151,4026
4201,1323
1470,3492
1621,4596
2975,5021
4336,1706
4219,2472
359,1779
1107,2628
2403,3050
223,3330
3692,4414
2908,3881
5569,2256
5107,2130
4156,4117
3461,4193
2426,113
4259,4836
2122,38
1600,2224
5816,1530
2805,1150
215,5744
3438,5832
5346,19
2943,1696
5834,1898
2104,144
618,152
3643,3502
1463,5729
2728,149
1440,4057
2344,3776
649,4495
188,3035
4044,2158
5455,1806
5231,4906
4212,1652
4259,4599
5839,5211
590,2908
2744,2566
1724,3578
2325,1814
3406,2029
2490,3295
4774,5142
3890,5647
1642,5081
2616,2838
4859,3804
3067,2740
3019,5162
4946,3459
4780,3171
4373,5233
5519,1832
4388,818
1805,3511
3350,5339
1310,1610
4666,5409
1052,4471
3994,2944
3809,2975
3392,5088
2383,1957
1913,1918
2615,5804
5438,2855
5515,540
4089,3666
2488,2968
5202,582
4784,2534
4218,1065
2469,5685
4371,4528
3882,1008
955,5998
1476,1892
4389,1572
135,1377
2232,4987
5885,2880
790,5640
1775,3313
4274,4095
5372,725
3962,1570
552,4324
4601,5128
4448,2456
2241,5902
2046,5972
5917,3354
1875,1612
5026,5449
1280,2237
5776,1732
197,5603
1400,1004
3652,1848
1577,1428
3985,5062
2197,377
5477,5572
3402,3493
3038,5854
5055,2809
4522,4495
2543,3059
5798,4938
5252,2513
124,3149
5692,4126
297,2917
5175,704
1497,4990
231,5886
108,1846
3010,5497
5355,5851
2925,4946
2815,4578
4101,5352
4656,3661
4585,1033
1040,2366
5346,1513
4612,452
5126,3490
4450,3499
4882,5915
369,691
5500,493
1856,5046
4283,3215
5955,29
1592,201
1335,5927
2392,1485
4928,2228
3504,4873
3613,16
244,3339
4190,1096
1822,3021
759,4071
956,4940
1022,2358
4685,1684
3750,3098
5805,870
327,5559
3627,5609
25,4118
3412,5537
410,5535
3460,5500
2932,2104
4128,3945
4828,4072
3312,343
3612,3312
1711,5378
368,1066
3774,2828
5955,2774
720,3293
1369,82
4397,3044
1331,5926
3476,4581
2036,346
3471,1565
929,4071
4784,5113
1138,4711
1234,4326
2664,106
1425,3324
5604,1088
5586,2535
2269,5656
3595,385
4792,283
1797,2636
5312,5765
525,2715
215,3013
1026,5749
4355,3163
4450,4258
1978,735
3895,1934
3316,1966
331,1003
1330,3103
5978,5901
1682,5254
4111,159
5741,5792
3457,1758
1448,1924
3867,4539
1086,113
2770,2158
1506,2371
3490,3087
3670,2861
333,5185
3310,3300
2426,3080
3980,1116
3889,2724
4525,2222
2390,3553
4932,1105
4435,3378
5804,1878
525,3552
4373,2734
3378,2433
1697,2430
5602,5733
3393,2514
2805,4058
5210,5239
330,2798
4971,1191
5685,1486
5979,295
3233,4730
2423,525
21,81
2584,1266
5943,2895
4124,2050
163,2593
1417,3987
3742,433
4365,525
2042,294
3285,4453
2713,5093
725,1370
2397,5824
2949,1517
4818,87
4788,579
1144,2889
5968,5183
5076,5393
4908,86
3109,3730
832,416
5638,3689
4274,1610
1235,1931
236,2952
4597,5089
2750,2312
3475,4087
5009,1027
3552,2099
264,1149
5955,2150
3519,4692
3603,5734
40,2473
765,3767
5615,3734
253,2027
5275,5375
5445,3653
2343,1757
3617,727
5716,1612
66,3987
3424,1673
1101,3168
1936,3677
3479,808
3153,1157
5995,420
2468,1445
1285,2906
4197,4748
1625,3172
2029,903
2277,2937
3935,453
4365,537
1405,4925
4981,4159
1154,2394
3187,1278
4397,5940
2066,705
1129,980
5429,2646
3609,4648
2619,2274
5389,4479
1159,942
2299,214
2791,1884
5085,1290
127,4821
1671,4374
1465,3193
2800,4492
1564,4368
4026,1632
4686,4444
5507,4437
1510,2483
429,2155
3526,5298
2408,996
244,4817
5919,1901
5980,506
3791,146
5286,117
5716,167
5494,955
5190,1077
1713,197
735,2758
4878,1025
862,3676
3811,281
2787,1920
2212,4096
4420,5811
1310,2629
4240,5313
2269,4122
2398,2946
3587,2443
2583,2157
3864,1267
1444,3804
1888,5382
4981,1769
4083,3029
5126,2276
3223,1864
848,5919
4366,3313
3053,2917
4373,3220
815,4782
3959,139
4974,1679
4240,3680
4547,2289
4948,5830
4916,2266
407,2257
2897,3332
3022,1313
4268,1395
914,4560
3148,5453
1458,1971
4158,2504
1501,658
4412,1506
3135,166
2330,2367
3637,4046
5240,1709
109,4085
4019,2717
5579,344
3771,4516
422,2822
2065,2823
5615,1300
4560,5136
741,5233
591,5106
5046,1542
2700,4472
393,1917
5603,2164
250,396
1507,5820
1666,5529
5674,1496
2171,4531
5960,3673
2045,1531
3296,5584
2290,1421
5381,5584
5385,5720
3787,3670
5304,3976
2710,3045
1013,964
5320,1255
4636,2112
4306,5604
3158,1220
976,750
4686,3153
5716,3465
959,2369
3243,5634
2906,624
1248,109
3190,10
947,1736
323,3256
5345,5654
5342,1446
2414,1023
1633,2529
5112,1972
163,42
3850,5159
1547,3728
5693,2743
4649,3359
999,556
3083,3103
3680,4618
4415,456
4358,3911
3767,3947
3870,479
481,3343
3882,2782
2473,3471
694,5354
1038,2766
140,3182
4064,796
1504,4436
1139,2615
5537,4027
3074,264
3540,802
790,3329
5390,5998
3405,2380
1852,1212
4200,1118
1025,5861
4656,985
3376,3737
3861,1243
5685,2403
3279,2311
4025,2300
476,250
5364,4470
4408,7
5293,3113
1874,5706
2873,5125
3962,155
2833,3136
4666,5379
1366,1997
4704,3791
4986,3464
5731,2742
3718,856
708,3439
2306,772
3710,1311
2003,4551
4648,3066
5112,490
2196,4167
4364,105
2550,4243
2937,5604
2408,1947
2667,481
308,2209
4318,3642
5367,5669
3313,5598
1824,4833
2382,5316
1487,3719
1808,2956
3731,181
1060,5546
4356,3510
3252,785
4805,3662
464,4151
2590,5104
4522,3588
3182,3028
2676,4376
1361,5599
4274,3593
3153,3826
277,2353
2630,3623
2616,1850
589,838
1997,5760
4196,1990
1335,2360
2038,3336
4195,2439
5057,1416
298,5529
5834,549
5849,572
2664,708
907,2316
1618,3776
2490,3752
3223,5611
5487,479
5138,5701
5413,4914
2597,5358
1824,5452
233,4356
4819,3632
1,4434
3595,3760
4385,5494
1055,2422
605,4498
4164,3107
3856,4626
3638,4399
1032,3256
2264,1703
1328,3861
3585,5669
3885,5491
1969,5684
3345,213
531,905
2615,4763
5537,2668
3063,2083
5995,4939
4806,1106
2580,4914
3285,5114
5827,4711
1664,3074
2899,5189
147,2664
2102,3212
3449,5802
3659,2538
2101,4729
5378,3234
443,3871
5848,50
5225,5941
5830,5976
2865,2614
2773,5219
4475,5381
3479,1431
2866,2505
4418,4371
4744,2171
5732,453
883,5796
4412,3222
4986,2572
3469,1043
3909,1097
4202,388
3962,1673
2478,887
1176,3111
5108,716
3998,59
5030,3890
947,2053
1946,3393
3838,4294
807,1052
346,3295
1083,1166
1060,5748
2173,2530
4422,3625
2104,2719
3964,4351
5943,2404
4669,5981
1636,1951
3553,3196
3378,1100
2252,2614
1711,1650
27,5644
2564,2787
1009,3402
3887,4491
5624,3630
4373,5495
2820,702
3308,1482
2948,4423
2021,4038
2967,3975
4208,5935
1368,3693
4371,4145
2718,3635
7,2380
4200,3218
1320,1324
806,5097
2325,4186
5076,696
4422,5935
1054,4707
1562,4679
4547,3010
1932,1611
5638,5687
4139,2660
5066,1732
238,27
2620,2895
1132,4341
3484,3902
401,5342
1310,5108
589,3059
4550,1910
1187,4468
616,5167
1357,5152
680,2793
5638,4433
5788,2799
3595,2569
3996,873
937,285
5550,3644
2421,3949
4406,5342
3587,3313
920,5075
1919,4787
80,711
2470,4800
5826,5270
1077,4265
1407,3305
4021,5373
3595,1609
1325,252
3936,1116
2685,1989
2564,1417
3072,1954
127,2931
2445,1023
4354,2715
4633,3859
1941,647
449,753
1367,2066
3164,1748
2486,4055
3605,2159
1438,3300
3670,1204
4197,4655
4541,2667
5445,2156
1991,3526
4846,1288
2170,4442
3884,5280
2881,1054
1605,1062
2696,4581
1688,3435
2895,3855
3008,3
2910,4204
2415,1824
5989,5376
4443,5761
3694,3476
3386,503
2393,4313
397,617
5879,2421
1648,100
3055,4490
533,4857
4367,2302
759,4152
2118,3823
3891,2299
5886,4054
3540,1915
482,2292
3402,359
5172,3499
2695,2542
2811,2480
832,693
3546,5043
1676,2646
5989,1738
2865,2904
1936,3274
4584,2861
5875,1489
3791,5981
920,4330
1593,3123
4959,2247
1369,1243
3959,4251
746,680
2288,4893
5037,4888
2645,3881
3134,834
3019,1277
445,3645
1270,800
963,2664
4398,4902
3489,2664
3270,5546
3739,2892
609,2540
538,5679
3367,2929
1328,373
352,3752
3857,1889
4332,1996
1212,5196
4197,551
1644,5760
3711,4699
5855,4267
2581,5002
5990,318
3081,5182
965,3402
952,3380
4751,4195
4653,5909
5781,3989
4285,3913
4212,3103
5502,3121
454,282
896,3802
548,155
5667,2019
5120,1487
1712,3970
3298,5246
616,3172
4397,4986
5936,5134
5619,2488
5,1977
2698,916
1853,4851
3091,4829
4504,3301
4343,3320
3546,789
2064,288
3123,4094
2195,4606
4481,640
2269,4918
1114,2386
2457,5981
3958,5410
5033,4707
3875,3575
5478,1572
552,2341
2833,742
706,3528
1726,3676
3084,1647
2338,3206
715,3579
2510,144
4698,2817
4339,4590
2109,2011
5181,932
3153,1915
1048,1758
2598,2181
329,4707
5137,1478
3212,4522
5757,5291
332,1725
2235,3337
1316,2318
3252,378
4941,1668
3688,3952
1589,2435
4327,4098
5896,3936
1062,2559
3166,649
1708,3961
1158,2859
5533,2695
996,4948
3287,5764
2847,4705
3841,4231
4397,991
4693,1576
2003,5741
2770,4644
3405,5982
5167,636
1711,3725
1750,903
1757,1950
5735,936
209,1270
2226,1864
2838,5110
3563,2271
4895,1097
4295,1007
5915,1770
4673,2324
2871,5789
1470,1453
3809,2178
4763,1761
961,2673
2747,5042
1603,15
2319,764
2366,2037
5970,3409
5918,2754
1648,5596
3118,4792
4465,5514
2316,1430
317,4376
630,5159
3137,2312
4685,664
3367,3627
1745,307
236,4144
3083,4499
1534,4465
3483,2441
3770,2059
263,1986
2725,4061
2876,2285
151,3562
1621,4690
431,1810
2676,496
4528,5000
5354,3063
3217,2292
3279,3019
4109,2826
2414,593
4284,4792
5134,1727
3934,3375
3722,2840
3038,3103
5060,3838
4496,1800
4813,4638
1993,5987
1596,201
3057,2966
1119,1240
918,1160
1720,5078
4524,39
4390,2897
634,5562
5927,3981
2355,775
2661,174
3138,1087
2221,4962
140,5741
296,5161
2470,3541
5606,4140
4364,3304
3527,3127
2478,3317
4947,1824
1625,5809
4153,1357
5638,312
269,4112
5710,3495
3889,127
2216,3539
4567,1483
4878,2225
5388,5196
5247,1234
3628,5342
4207,1848
3109,3334
4772,2268
3576,4585
3364,1903
4683,1917
5306,3204
2917,261
3022,1316
2174,198
2488,1040
5247,2890
5736,5905
4194,959
4166,4232
808,2211
1984,1738
1107,349
4615,1189
4694,3560
5070,2326
2746,3603
4809,4751
3730,3884
3725,5436
3139,568
225,2286
2399,5058
3910,392
5740,4513
1204,435
3168,3841
759,4651
5035,218
127,329
559,2626
2080,1558
2921,1039
2785,4559
2373,5488
154,1783
5684,5680
3917,2798
4221,347
5540,3510
1908,4339
1685,5541
5457,3104
1332,817
3710,5675
3370,131
1405,864
5379,3000
5355,218
2115,4261
4412,4002
5061,3692
1849,1847
109,4023
4379,2897
1101,4439
3445,4222
3568,4459
3939,2376
5390,4148
4900,3490
3407,4954
4976,4186
3982,2240
2203,3914
3996,4224
3977,230
4260,5747
622,1701
3100,4230
1266,5221
2545,5198
2226,1824
5054,487
4231,3964
4907,5004
49,2839
4576,3267
3360,3393
5929,2972
2524,1874
5736,5190
5148,5697
1345,2057
3587,5326
842,2353
4924,4764
5611,5604
5211,5825
3902,1629
1831,1439
687,2409
1791,2222
330,5313
5562,3783
622,4005
5710,5002
3956,904
2615,5607
5960,607
3605,93
825,4247
956,5460
3525,3850
3735,2490
4323,4972
144,3828
3180,968
1176,227
2557,4866
2401,430
5586,5980
1395,4544
3959,5175
5413,3913
2939,3942
1509,5878
4026,4401
1831,604
1803,1256
914,3025
4334,5207
2163,5033
1586,4753
5414,4693
3668,3507
704,5844
2676,4358
5025,1811
1206,4809
5485,4988
3212,3030
4175,808
4772,1570
2698,4812
4701,4976
4675,160
4517,2288
2640,2568
2849,1015
3516,398
4962,5247
1816,3164
4458,2952
2878,383
2158,1104
4260,723
2042,3366
4547,2947
4229,2469
4138,1558
2996,4401
4208,508
5562,5874
4422,2980
837,1908
975,1431
3418,3462
614,2937
4924,5362
3998,5975
4373,1898
3928,2441
694,5355
2048,3283
3474,4764
859,2588
835,5398
913,2107
5335,2186
956,2142
3581,724
2005,845
4095,5853
4840,3560
90,3140
1927,5614
4513,4891
569,323
1813,2793
1249,1377
3868,4689
361,5127
3649,3492
972,1239
4669,3507
2385,1719
4718,5533
3109,3510
4589,5883
5717,2903
5149,679
3899,5769
903,1072
621,3042
5901,3076
61,5164
3507,32
3521,197
2443,110
5818,1485
1602,3587
4726,167
5961,5499
996,335
28,1488
1036,3976
2157,2952
1728,2337
993,5914
564,5023
1213,3767
1132,408
2598,31
296,4824
3841,3345
2154,2265
668,1326
2713,3024
3289,2535
3367,1802
2620,4431
5540,3535
3072,5900
5398,831
2385,3472
4884,4699
5266,1287
5912,2884
3747,875
1463,1997
3114,1008
383,859
4479,5424
370,518
5774,3617
1029,5324
800,1341
3499,641
2468,78
2414,859
2968,3289
2839,3124
131,3381
2009,3789
1800,1826
461,2500
5455,2033
4186,1615
2613,5006
5400,3464
3430,2249
1431,3789
2500,4777
2087,2922
1496,1350
2157,3452
360,4230
3467,4145
1715,3476
1824,5277
4028,3883
1011,4676
1051,794
3269,4075
114,5692
4856,1562
1262,3973
687,4308
4190,295
5413,2784
3316,5870
1029,2096
4232,5277
2473,148
1436,4323
1590,3643
5149,4265
3560,5913
5149,5078
3412,1131
260,5587
3789,2807
2562,39
5120,155
3416,3165
4740,1150
3135,5849
1607,5059
3834,1660
4537,5786
5312,2627
5880,4337
1975,1970
4938,2582
4071,5457
4656,2204
4290,4637
5799,1550
4938,5120
3887,5199
5804,1571
2451,5183
1549,619
208,1989
109,2706
4037,3148
5615,3827
1440,3111
1237,5764
2087,4174
4196,4772
2414,4774
5608,3245
814,2914
2111,4533
3958,3998
4200,556
5650,5667
4137,4639
3545,2340
1991,5548
2996,48
2914,4169
1861,1434
3412,3760
4581,3581
3118,5579
5626,5612
2419,3071
2084,5795
2984,2559
4791,5495
5322,5504
4979,2390
345,5047
2014,4278
504,5089
5968,3987
4742,4121
4023,4408
1931,5026
4632,1979
225,703
1247,2294
3722,2271
5393,4265
3067,1256
886,5631
2876,1230
3110,186
2739,222
5394,3622
5157,835
5714,5799
3935,4440
4884,4710
5312,1721
2138,3400
1602,2007
3164,3573
3651,195
2158,5983
129,1151
3314,2769
3747,4589
794,1335
806,2602
715,1808
1602,5112
179,1947
119,2961
2043,245
1441,1256
4906,1713
859,4905
4025,234
5288,5530
3101,3026
693,2937
1165,5077
3230,1830
3675,3747
2821,870
1919,2721
354,2831
5482,2844
109,817
4856,5541
2833,5342
4474,1476
4257,3381
1171,3113
1457,4550
1648,1669
4878,925
208,2478
1150,1797
2101,3783
3114,3678
2060,2546
1174,2654
3362,1264
1668,1914
231,365
4827,5388
5682,3861
3564,5684
55,4556
2289,3751
2193,2791
2734,3788
3707,2266
824,45
1636,28
5653,1646
533,5878
4851,3550
4811,5183
4412,5308
2934,2854
4520,1266
1915,5998
500,1156
5230,1457
1931,3810
5447,1963
848,94
5054,3247
5604,1717
4771,1740
5754,1177
1425,510
3838,3568
787,2334
1826,2253
4385,4668
2414,1398
5674,65
329,3275
5700,1454
1827,4808
3311,2005
5693,1869
3803,1832
1173,2231
3412,851
4639,850
2493,1600
2376,5327
2562,1085
4501,1617
4719,663
3509,1635
3161,5068
2056,1390
1967,5273
3693,5105
2391,5183
3638,4899
4467,64
2096,1234
2917,184
5317,4782
4157,272
1335,2848
4197,180
2209,5681
2056,3509
2408,2286
2414,689
2614,4369
4582,2404
4975,4251
1726,2193
207,4452
3120,2784
1419,3813
5137,2327
1728,5423
3795,2192
4557,411
5621,1653
1070,1866
296,19
5993,3204
279,2665
2215,1295
1245,1893
2249,1574
2033,3693
1057,3791
5693,3005
5210,541
3711,3772
4280,512
1996,4815
4524,1067
5331,5024
3822,2068
960,2163
5256,5924
61,4315
3821,386
5284,986
720,2635
825,936
3766,2930
851,5378
5537,2111
3123,4249
2691,2365
1336,2895
4400,4450
4986,2265
1331,4712
2925,5414
4686,5682
5470,179
2338,686
5834,4203
3316,2057
1011,3293
350,4151
5138,2742
5938,5374
783,3751
635,926
1671,2792
5658,3913
5059,5768
286,5446
1212,5250
611,4799
2168,3157
360,5084
5747,3687
5123,4717
2831,202
2626,4911
2137,179
5288,5538
3199,5540
2947,5581
4612,4315
2562,847
2595,251
3500,5090
5943,626
2725,2437
3158,5036
238,5304
2065,5585
3329,3342
3212,941
912,333
859,1270
5662,4728
1740,745
3552,281
397,1399
2599,2076
820,5527
2821,390
3376,5000
3205,3741
4412,4239
4498,511
4579,4143
2363,2006
2417,3813
680,5333
5845,2424
3405,4432
1251,1972
5680,1137
372,1552
5599,56
1376,3416
1699,5826
3599,3941
4976,424
5120,2791
1797,1836
5774,4204
4830,580
3335,5687
3665,5204
1758,1182
2084,30
5777,3903
2162,4350
3038,3974
4921,840
2126,2128
3022,288
576,5344
47,2249
316,1784
3371,5535
5830,5864
2056,612
3473,909
4464,5598
3483,1115
4031,807
5921,4909
3198,747
837,2940
3296,2821
3392,2125
1235,3980
2412,1890
3887,2251
3851,336
1728,790
1113,4560
2598,2855
2457,2753
4254,824
3677,2841
2929,2615
654,344
918,5053
1577,1185
2746,4008
3378,4776
3575,1903
98,3763
752,1294
5883,3782
1605,4038
3369,1011
5720,184
3406,358
669,4429
3053,1657
1541,2607
76,4798
1816,539
1665,5409
2524,1758
1296,2600
3152,5288
3977,3461
2773,373
1446,2390
724,4926
